,rpm,t,id,iq,torque,motorpwr,accpwr,current,voltage,vout,vd,vq,phasepwr
459,4591,160,-204.58997575090305,327.6785864681445,116.42527474071156,55976.50347002835,62023.826559588204,279.9925033555321,221.51583206483036,124.77529858092346,-119.2804220208966,41.91427003335766,48840.46096876631
460,4601,160,-204.82221920764982,326.961587884838,116.1722313268,55976.503470028365,62023.826559588226,279.99250335552625,221.5158320648321,124.77529858092446,-119.27996401897876,41.91543784785893,48779.15545014621
461,4611,160,-205.05351653421184,326.2477189374934,115.92028547703465,55976.503470028365,62023.826559588226,279.9925033555283,221.51583206483147,124.7752985809241,-119.27950793370877,41.91660118115916,48718.230723974084
462,4621,160,-205.2838734853351,325.53695918780227,115.66943006591794,55976.50347002835,62023.826559588204,279.9925033555307,221.51583206483082,124.77529858092372,-119.27905375310017,41.917760058512044,48657.68400236895
463,4631,160,-205.51329576962144,324.82928837506597,115.41965802949832,55976.50347002835,62023.826559588204,279.99250335553086,221.51583206483076,124.77529858092369,-119.27860146530317,41.91891450488025,48597.51252191397
464,4641,160,-205.741789049273,324.124686414036,115.17096236470424,55976.50347002685,62023.826559586545,279.992503355525,221.51583206483244,124.77529858092466,-119.27815105851359,41.92006454519226,48537.71354332482
465,4651,160,-205.96935894160194,323.4231333933543,114.92333612870496,55976.50347002835,62023.826559588204,279.9925033555321,221.51583206483036,124.77529858092346,-119.27770252110055,41.92121020397203,48478.28435130166
466,4661,160,-206.19601101802087,322.72460957322284,114.6767724382336,55976.503470028365,62023.826559588226,279.99250335553216,221.51583206483036,124.77529858092346,-119.27725584143046,41.92235150586103,48419.22225413293
467,4671,160,-206.4217508060808,322.0290953840535,114.43126446898026,55976.503470028365,62023.826559588226,279.99250335552745,221.5158320648317,124.77529858092423,-119.27681100805684,41.92348847505474,48360.52458360562
468,4681,160,-206.64658378882436,321.3365714242863,114.18680545494698,55976.503470028365,62023.826559588226,279.99250335553216,221.51583206483036,124.77529858092346,-119.27636800958285,41.9246211356925,48302.18869464833
469,4691,160,-206.87051540551346,320.64701845870314,113.94338868782921,55976.503470028365,62023.826559588226,279.99250335552887,221.51583206483133,124.77529858092402,-119.27592683470424,41.92574951175674,48244.21196512431
470,4701,160,-207.09355105213407,319.96041741664703,113.7010075163942,55976.503470024414,62023.82655958384,279.9925033555258,221.5158320648322,124.77529858092453,-119.27548747220743,41.926873627049055,48186.59179559384
471,4711,160,-207.31569608209898,319.2767493903761,113.45965534591527,55976.503470028365,62023.826559588226,279.9925033555183,221.5158320648344,124.77529858092578,-119.27504991101085,41.92799350509281,48129.325609111664
472,4721,160,-207.5369558059561,318.5959956330756,113.2193256374935,55976.503470028365,62023.826559588226,279.9925033555224,221.51583206483318,124.77529858092508,-119.27461414006594,41.929109169392035,48072.410850915345
473,4731,160,-207.75733549240456,317.9181375573669,112.98001190754741,55976.50347002835,62023.826559588204,279.9925033555321,221.51583206483036,124.77529858092346,-119.27418014844069,41.930220643218206,48015.8449882631
474,4741,160,-207.97684036848665,317.24315673353954,112.74170772718655,55976.50347002676,62023.826559586436,279.99250335552824,221.5158320648315,124.77529858092412,-119.27374792528845,41.93132794969148,47959.62551018223
475,4751,160,-208.19547562017237,316.57103488791995,112.50440672165489,55976.503470025804,62023.82655958538,279.9925033555254,221.51583206483232,124.77529858092458,-119.27331745986162,41.93243111171825,47903.74992725827
