          s         mph       hp
          N/A       39.60     N/A       
          N/A       39.61     N/A       
          N/A       39.62     N/A       
          N/A       39.63     N/A       
          N/A       39.64     N/A       
          N/A       39.65     N/A       
          N/A       39.66     N/A       
          N/A       39.67     N/A       
          N/A       39.68     N/A       
          N/A       39.69     N/A       
          N/A       39.70     N/A       
          N/A       39.71     N/A       
          20.58     39.72     27.66     
          20.58     39.73     27.64     
          N/A       39.74     N/A       
          N/A       39.75     N/A       
          N/A       39.76     N/A       
          N/A       39.77     N/A       
          N/A       39.78     N/A       
          N/A       39.79     N/A       
          N/A       39.80     N/A       
          N/A       39.81     N/A       
          N/A       39.82     N/A       
          N/A       39.83     N/A       
          N/A       39.84     N/A       
          N/A       39.85     N/A       
          N/A       39.86     N/A       
          N/A       39.87     N/A       
          N/A       39.88     N/A       
          N/A       39.89     N/A       
          20.60     39.90     27.41     
          20.60     39.91     27.40     
          N/A       39.92     N/A       
          N/A       39.93     N/A       
          N/A       39.94     N/A       
          N/A       39.95     N/A       
          N/A       39.96     N/A       
          N/A       39.97     N/A       
          N/A       39.98     N/A       
          N/A       39.99     N/A       
          N/A       40.00     N/A       
          N/A       40.01     N/A       
          N/A       40.02     N/A       
          N/A       40.03     N/A       
          N/A       40.04     N/A       
          N/A       40.05     N/A       
          N/A       40.06     N/A       
          20.62     40.07     27.16     
          20.62     40.08     27.15     
          N/A       40.09     N/A       
          N/A       40.10     N/A       
          N/A       40.11     N/A       
          N/A       40.12     N/A       
          N/A       40.13     N/A       
          N/A       40.14     N/A       
          N/A       40.15     N/A       
          N/A       40.16     N/A       
          N/A       40.17     N/A       
          N/A       40.18     N/A       
          N/A       40.19     N/A       
          N/A       40.20     N/A       
          N/A       40.21     N/A       
          N/A       40.22     N/A       
          N/A       40.23     N/A       
          20.64     40.24     26.89     
          20.64     40.25     26.87     
          N/A       40.26     N/A       
          N/A       40.27     N/A       
          N/A       40.28     N/A       
          N/A       40.29     N/A       
          N/A       40.30     N/A       
          N/A       40.31     N/A       
          N/A       40.32     N/A       
          N/A       40.33     N/A       
          N/A       40.34     N/A       
          N/A       40.35     N/A       
          N/A       40.36     N/A       
          N/A       40.37     N/A       
          N/A       40.38     N/A       
          N/A       40.39     N/A       
          N/A       40.40     N/A       
          20.66     40.41     26.62     
          20.66     40.42     26.60     
          N/A       40.43     N/A       
          N/A       40.44     N/A       
          N/A       40.45     N/A       
          N/A       40.46     N/A       
          N/A       40.47     N/A       
          N/A       40.48     N/A       
          N/A       40.49     N/A       
          N/A       40.50     N/A       
          N/A       40.51     N/A       
          N/A       40.52     N/A       
          N/A       40.53     N/A       
          N/A       40.54     N/A       
          N/A       40.55     N/A       
          N/A       40.56     N/A       
          N/A       40.57     N/A       
          20.68     40.58     26.36     
